,Breaking&Entering,Stated intent with partner,Happened at night,Elements of assault identified,Elements of theft identified,Race,Stage of Legal Procedure,Sentencing
1852,False,False,True,False,False,Other,Initial Hearing/Arraignment,0
1853,True,False,False,False,True,Black,Plea Bargaining,4
1854,False,True,False,False,False,White,Plea Bargaining,2
1855,True,False,False,True,True,Hispanic,Pre-Trial Motions,2
1856,False,True,False,False,False,Hispanic,Initial Hearing/Arraignment,3
1857,True,False,False,True,False,Other,Investigation,5
1858,True,False,True,False,True,White,Initial Hearing/Arraignment,3
1859,False,True,False,True,False,Other,Pre-Trial Motions,1
1860,False,True,False,False,True,Other,Investigation,0
1861,False,False,True,False,True,White,Initial Hearing/Arraignment,5
1862,False,False,True,False,False,Hispanic,Investigation,2
1863,True,True,False,False,True,Other,Plea Bargaining,3
1864,True,False,True,False,False,Black,Plea Bargaining,4
1865,False,True,False,False,False,Other,Plea Bargaining,3
1866,False,True,False,False,False,Black,Plea Bargaining,1
1867,False,True,True,True,True,White,Initial Hearing/Arraignment,2
1868,False,False,True,False,False,Black,Plea Bargaining,2
1869,True,False,True,False,False,Black,Plea Bargaining,1
1870,False,False,True,True,True,Other,Initial Hearing/Arraignment,5
1871,True,False,False,True,True,Hispanic,Investigation,4
1872,True,False,True,True,True,Hispanic,Investigation,4
1873,False,False,False,False,False,White,Investigation,0
1874,False,True,True,True,True,Hispanic,Pre-Trial Motions,1
1875,True,False,False,False,False,White,Plea Bargaining,0
1876,True,False,False,False,True,White,Investigation,1
1877,False,False,True,False,True,Black,Plea Bargaining,2
1878,False,False,False,False,True,Black,Investigation,5
1879,False,False,True,False,True,Hispanic,Initial Hearing/Arraignment,0
1880,True,False,True,True,True,Other,Pre-Trial Motions,4
1881,False,False,False,False,True,Hispanic,Investigation,1
1882,False,True,False,False,True,White,Pre-Trial Motions,5
1883,False,True,True,False,True,Other,Investigation,3
1884,True,False,False,True,True,Other,Initial Hearing/Arraignment,1
1885,False,True,True,False,False,White,Pre-Trial Motions,4
1886,False,True,False,False,False,Hispanic,Pre-Trial Motions,1
1887,True,True,True,True,False,White,Pre-Trial Motions,0
1888,False,True,True,True,True,Hispanic,Initial Hearing/Arraignment,2
1889,False,True,False,False,True,Black,Investigation,5
1890,True,True,False,True,False,Hispanic,Initial Hearing/Arraignment,2
1891,False,False,False,False,False,Hispanic,Pre-Trial Motions,1
1892,True,False,False,True,False,White,Pre-Trial Motions,0
1893,True,False,True,False,True,White,Initial Hearing/Arraignment,0
1894,True,True,True,True,True,Hispanic,Initial Hearing/Arraignment,0
1895,False,False,True,True,True,White,Initial Hearing/Arraignment,3
1896,False,True,True,True,False,Other,Initial Hearing/Arraignment,5
1897,False,True,True,False,True,Black,Initial Hearing/Arraignment,5
1898,False,False,False,True,False,Black,Initial Hearing/Arraignment,4
1899,True,True,False,False,True,Hispanic,Investigation,3
1900,True,False,False,True,False,Other,Pre-Trial Motions,3
1901,False,True,True,True,True,Other,Plea Bargaining,0
1902,True,False,True,True,True,Other,Investigation,3
1903,False,True,False,True,False,Other,Pre-Trial Motions,1
1904,True,False,False,False,True,White,Plea Bargaining,3
1905,False,False,False,False,True,White,Investigation,2
1906,False,False,True,True,False,Black,Pre-Trial Motions,4
1907,True,True,True,False,True,White,Plea Bargaining,1
1908,False,False,False,True,True,Black,Initial Hearing/Arraignment,2
1909,True,True,True,False,False,Other,Plea Bargaining,4
1910,False,False,False,False,False,Other,Investigation,3
1911,True,True,False,True,True,Black,Plea Bargaining,0
1912,False,True,True,True,False,Other,Plea Bargaining,5
1913,False,True,False,True,False,Black,Plea Bargaining,5
1914,False,False,True,True,True,White,Initial Hearing/Arraignment,2
1915,False,False,True,False,False,Hispanic,Plea Bargaining,2
1916,True,True,True,True,False,Black,Plea Bargaining,0
1917,True,True,False,False,False,Hispanic,Investigation,3
1918,True,True,True,True,False,Hispanic,Pre-Trial Motions,4
1919,False,True,False,False,True,Hispanic,Initial Hearing/Arraignment,3
1920,False,True,True,True,False,Other,Plea Bargaining,3
1921,False,True,False,True,True,Black,Plea Bargaining,5
1922,True,True,False,False,True,Hispanic,Initial Hearing/Arraignment,1
1923,False,False,False,False,True,Hispanic,Initial Hearing/Arraignment,4
1924,True,True,False,False,True,Other,Initial Hearing/Arraignment,4
1925,True,True,True,True,True,Other,Pre-Trial Motions,0
1926,True,False,False,False,True,White,Initial Hearing/Arraignment,3
1927,True,True,True,True,False,Black,Plea Bargaining,3
1928,True,False,True,False,False,White,Pre-Trial Motions,0
1929,False,False,True,True,True,White,Pre-Trial Motions,3
1930,False,True,True,False,True,White,Initial Hearing/Arraignment,4
1931,True,True,True,False,True,Black,Pre-Trial Motions,5
1932,False,True,False,False,False,Hispanic,Initial Hearing/Arraignment,2
1933,False,False,False,True,False,Hispanic,Pre-Trial Motions,2
1934,False,False,False,False,False,Hispanic,Pre-Trial Motions,2
1935,False,False,False,False,False,Other,Plea Bargaining,2
1936,True,False,False,True,True,White,Plea Bargaining,1
1937,True,True,False,False,True,Hispanic,Investigation,0
1938,True,True,True,True,False,White,Pre-Trial Motions,1
1939,False,False,False,True,True,White,Initial Hearing/Arraignment,1
1940,False,True,True,True,True,Black,Investigation,3
1941,False,False,False,False,False,Hispanic,Initial Hearing/Arraignment,1
1942,False,False,False,True,False,Hispanic,Plea Bargaining,2
1943,False,True,True,True,True,White,Plea Bargaining,2
1944,True,True,False,True,False,Hispanic,Initial Hearing/Arraignment,2
1945,True,False,True,True,False,Black,Investigation,5
1946,True,False,False,False,False,Hispanic,Pre-Trial Motions,1
1947,False,False,True,True,True,White,Plea Bargaining,2
1948,False,True,False,True,True,White,Pre-Trial Motions,5
1949,False,True,True,True,False,Other,Initial Hearing/Arraignment,4
1950,True,False,True,False,True,Hispanic,Investigation,0
1951,True,False,False,True,True,White,Plea Bargaining,4
1952,False,False,False,True,True,White,Investigation,1
1953,True,True,True,True,True,Hispanic,Initial Hearing/Arraignment,0
1954,False,False,True,True,True,Hispanic,Plea Bargaining,1
1955,False,True,True,True,True,Hispanic,Plea Bargaining,4
1956,False,False,True,True,True,Black,Investigation,3
1957,True,True,True,False,False,Other,Plea Bargaining,1
1958,False,True,True,False,False,Black,Investigation,3
1959,False,True,False,False,True,Black,Investigation,5
1960,False,True,False,False,True,Hispanic,Pre-Trial Motions,1
1961,True,True,True,True,True,Other,Pre-Trial Motions,4
1962,False,True,True,True,False,White,Pre-Trial Motions,1
1963,True,False,True,False,False,Other,Pre-Trial Motions,1
1964,True,False,True,True,True,Black,Plea Bargaining,2
1965,True,True,False,False,False,White,Investigation,0
1966,True,True,False,True,False,White,Pre-Trial Motions,1
1967,False,False,True,True,False,Black,Investigation,1
1968,True,False,True,True,False,Other,Pre-Trial Motions,3
1969,False,False,False,False,False,Hispanic,Initial Hearing/Arraignment,1
1970,True,True,True,True,False,Black,Plea Bargaining,4
1971,False,False,True,False,True,Hispanic,Plea Bargaining,2
1972,True,True,True,False,True,Hispanic,Pre-Trial Motions,3
1973,False,False,True,True,True,Other,Plea Bargaining,2
1974,False,True,True,False,False,Black,Investigation,5
1975,False,False,True,False,False,Hispanic,Investigation,2
1976,False,False,True,False,False,Hispanic,Investigation,0
1977,True,False,False,True,False,Black,Initial Hearing/Arraignment,3
1978,False,False,True,True,True,Hispanic,Plea Bargaining,3
1979,True,False,False,False,True,Hispanic,Pre-Trial Motions,4
1980,False,True,True,True,True,White,Pre-Trial Motions,4
1981,False,True,False,False,False,Other,Investigation,1
1982,True,True,True,False,True,White,Investigation,3
1983,False,True,False,False,True,Other,Initial Hearing/Arraignment,1
1984,True,True,False,False,False,Black,Investigation,3
1985,True,False,False,True,False,Black,Plea Bargaining,5
1986,False,True,False,True,False,White,Initial Hearing/Arraignment,1
1987,False,False,True,False,True,Hispanic,Initial Hearing/Arraignment,2
1988,True,False,False,False,False,White,Pre-Trial Motions,5
1989,False,True,True,True,True,Hispanic,Pre-Trial Motions,3
1990,False,False,True,False,True,Other,Initial Hearing/Arraignment,5
1991,False,True,True,False,True,Hispanic,Investigation,0
1992,False,False,False,False,False,Other,Pre-Trial Motions,3
1993,False,True,False,True,True,Black,Investigation,4
1994,True,False,True,False,True,Other,Initial Hearing/Arraignment,3
1995,False,True,False,True,False,Black,Plea Bargaining,1
1996,True,True,False,False,True,Hispanic,Plea Bargaining,3
1997,False,True,True,True,False,Black,Investigation,3
1998,True,True,True,True,True,Hispanic,Pre-Trial Motions,4
1999,True,True,True,True,False,Black,Plea Bargaining,4
2000,False,False,False,False,True,White,Investigation,2
2001,True,False,False,True,False,Hispanic,Pre-Trial Motions,4
2002,False,False,False,False,True,Hispanic,Initial Hearing/Arraignment,0
2003,True,True,True,True,True,Other,Plea Bargaining,2
2004,True,False,True,True,True,Other,Pre-Trial Motions,0
2005,True,True,False,False,True,Other,Investigation,2
2006,False,False,True,True,False,Hispanic,Initial Hearing/Arraignment,1
2007,False,True,False,True,True,White,Investigation,3
2008,True,True,False,True,False,White,Plea Bargaining,5
2009,True,False,True,False,True,Hispanic,Investigation,0
2010,False,True,False,True,True,Hispanic,Plea Bargaining,3
2011,False,False,False,False,False,White,Plea Bargaining,1
2012,False,True,False,True,True,Hispanic,Plea Bargaining,3
2013,False,False,True,False,True,Other,Pre-Trial Motions,1
2014,True,True,False,False,False,Black,Investigation,4
2015,True,True,True,True,False,Other,Initial Hearing/Arraignment,1
2016,False,False,True,True,False,Black,Investigation,5
2017,True,False,False,False,False,Hispanic,Investigation,4
2018,True,False,False,True,False,Black,Investigation,5
2019,False,True,True,True,False,Black,Plea Bargaining,5
2020,True,True,False,True,False,White,Pre-Trial Motions,2
2021,False,True,False,False,True,Other,Initial Hearing/Arraignment,1
2022,True,False,True,True,False,White,Initial Hearing/Arraignment,3
2023,True,False,False,True,False,Other,Initial Hearing/Arraignment,2
2024,True,True,False,True,False,Hispanic,Pre-Trial Motions,1
2025,False,False,True,False,False,Black,Investigation,5
2026,False,True,True,False,True,White,Investigation,1
2027,True,False,False,False,False,Hispanic,Initial Hearing/Arraignment,0
2028,True,False,True,False,True,Black,Plea Bargaining,4
2029,False,False,False,True,False,White,Plea Bargaining,3
2030,True,True,True,True,True,White,Plea Bargaining,2
2031,False,True,True,False,True,Hispanic,Initial Hearing/Arraignment,1
2032,False,True,False,False,True,Black,Plea Bargaining,5
2033,False,True,False,True,False,Other,Initial Hearing/Arraignment,0
2034,False,True,False,True,False,White,Plea Bargaining,3
2035,True,True,False,True,False,Other,Plea Bargaining,0
2036,True,False,True,False,True,Hispanic,Investigation,2
2037,False,False,False,True,True,Hispanic,Investigation,1
2038,False,False,False,False,False,Hispanic,Initial Hearing/Arraignment,1
2039,True,True,False,True,False,Hispanic,Initial Hearing/Arraignment,2
2040,False,True,False,True,False,Black,Investigation,4
2041,True,False,True,False,True,Hispanic,Pre-Trial Motions,2
2042,True,False,False,False,True,Hispanic,Pre-Trial Motions,2
2043,False,False,False,False,True,White,Pre-Trial Motions,2
2044,False,False,False,False,True,Black,Investigation,2
2045,False,False,False,True,False,Hispanic,Plea Bargaining,1
2046,True,True,True,False,True,Black,Initial Hearing/Arraignment,5
2047,False,True,True,True,False,White,Investigation,1
2048,True,True,True,False,True,Hispanic,Investigation,3
2049,False,False,False,False,True,Hispanic,Pre-Trial Motions,0
2050,True,False,False,True,True,Hispanic,Investigation,0
2051,False,False,False,False,False,Hispanic,Investigation,0
2052,False,False,False,False,False,Black,Investigation,0
2053,False,False,False,False,True,White,Investigation,1
2054,False,False,False,False,True,Other,Pre-Trial Motions,4
2055,True,False,False,False,False,White,Plea Bargaining,0
2056,False,True,True,False,False,White,Investigation,3
2057,False,True,False,False,True,Black,Investigation,5
2058,False,True,True,False,False,Hispanic,Plea Bargaining,5
2059,True,False,True,False,False,Black,Pre-Trial Motions,1
2060,True,False,False,False,False,Hispanic,Investigation,4
2061,True,True,True,False,True,Black,Investigation,3
2062,True,False,True,False,True,Other,Investigation,2
2063,False,False,False,True,False,Hispanic,Plea Bargaining,3
2064,False,False,False,False,False,Black,Investigation,4
2065,True,True,False,False,False,Other,Pre-Trial Motions,2
2066,False,False,False,False,True,Black,Plea Bargaining,4
2067,False,False,False,False,True,Other,Investigation,0
2068,True,False,False,True,False,White,Pre-Trial Motions,4
2069,True,False,True,False,False,Other,Investigation,1
2070,True,False,False,False,False,Other,Plea Bargaining,2
2071,False,True,True,False,True,Other,Pre-Trial Motions,1
2072,True,True,False,False,True,Hispanic,Investigation,3
2073,True,False,True,False,True,White,Investigation,4
2074,True,True,True,True,False,Hispanic,Investigation,1
2075,True,False,False,False,True,White,Investigation,1
2076,True,True,True,True,False,White,Investigation,2
2077,False,False,True,True,False,Other,Pre-Trial Motions,3
2078,True,False,True,False,False,Hispanic,Investigation,3
2079,False,False,True,True,False,White,Initial Hearing/Arraignment,1
2080,False,False,True,True,True,Black,Plea Bargaining,3
2081,True,True,False,False,False,Hispanic,Pre-Trial Motions,3
2082,False,True,True,True,False,Hispanic,Investigation,3
2083,False,False,False,False,True,Hispanic,Initial Hearing/Arraignment,2
2084,False,True,True,False,False,Black,Investigation,5
2085,True,False,False,True,False,White,Plea Bargaining,5
2086,True,False,True,True,False,Hispanic,Pre-Trial Motions,3
2087,False,False,True,True,False,Other,Plea Bargaining,2
2088,False,False,False,True,True,Other,Investigation,3
2089,True,False,True,True,False,Black,Plea Bargaining,2
2090,False,False,True,True,True,White,Initial Hearing/Arraignment,2
2091,True,True,False,False,True,White,Investigation,2
2092,True,False,True,False,True,White,Plea Bargaining,3
2093,False,False,False,True,True,White,Plea Bargaining,2
2094,True,True,True,False,True,Hispanic,Pre-Trial Motions,2
2095,True,False,True,False,False,Other,Initial Hearing/Arraignment,3
2096,True,False,False,False,False,Other,Pre-Trial Motions,5
2097,True,True,False,False,True,Black,Plea Bargaining,5
2098,False,True,True,False,True,Black,Initial Hearing/Arraignment,3
2099,False,True,False,False,False,Hispanic,Pre-Trial Motions,1
2100,True,True,False,True,True,Other,Initial Hearing/Arraignment,5
2101,False,False,True,False,False,Other,Plea Bargaining,3
2102,False,False,True,True,False,Hispanic,Plea Bargaining,1
2103,True,False,True,False,False,Black,Initial Hearing/Arraignment,5
2104,True,False,False,True,True,Other,Pre-Trial Motions,4
2105,False,False,False,False,True,Hispanic,Pre-Trial Motions,3
